page_id,slug,title,image_src,status,resolved_path
231909de-19a0-467b-bfb1-9d4374a68850,novaya-stranitsa,"Новая страница",/uploads/52506297-8383-4694-80de-e7858c9126ee.jpg,ok,"C:\xampp\htdocs\healthcare-cms-backend\public\uploads\52506297-8383-4694-80de-e7858c9126ee.jpg"
